GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21600351,111,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,23,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,42,249,1,0,20161210,MEM,GSW
Shot Chart Detail,21600351,158,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,71,4,717,1,0,20161210,MEM,GSW
Shot Chart Detail,21600351,236,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,223,1,1,20161210,MEM,GSW
Shot Chart Detail,21600351,257,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,105,232,1,0,20161210,MEM,GSW
Shot Chart Detail,21600351,271,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,3,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,205,159,1,0,20161210,MEM,GSW
Shot Chart Detail,21600351,308,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,64,242,1,0,20161210,MEM,GSW
Shot Chart Detail,21600351,359,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,105,244,1,1,20161210,MEM,GSW
Shot Chart Detail,21600351,366,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,68,242,1,0,20161210,MEM,GSW
Shot Chart Detail,21600351,385,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,42,Missed Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,7,1,0,20161210,MEM,GSW
Shot Chart Detail,21600351,391,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,12,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,-6,1,0,20161210,MEM,GSW
Shot Chart Detail,21600351,420,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,137,214,1,1,20161210,MEM,GSW
Shot Chart Detail,21600351,427,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-106,234,1,0,20161210,MEM,GSW
Shot Chart Detail,21600358,30,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-166,183,1,0,20161211,MIN,GSW
Shot Chart Detail,21600358,104,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,99,169,1,0,20161211,MIN,GSW
Shot Chart Detail,21600358,107,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,49,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,133,131,1,0,20161211,MIN,GSW
Shot Chart Detail,21600358,127,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,21,1,1,20161211,MIN,GSW
Shot Chart Detail,21600358,274,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,29,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,24,31,1,0,20161211,MIN,GSW
Shot Chart Detail,21600358,277,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,19,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,16,1,1,20161211,MIN,GSW
Shot Chart Detail,21600358,293,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,0,20161211,MIN,GSW
Shot Chart Detail,21600358,328,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,23,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,128,144,1,1,20161211,MIN,GSW
Shot Chart Detail,21600358,333,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-127,214,1,1,20161211,MIN,GSW
Shot Chart Detail,21600358,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,0,252,1,1,20161211,MIN,GSW
Shot Chart Detail,21600358,354,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,138,213,1,0,20161211,MIN,GSW
Shot Chart Detail,21600358,409,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,140,213,1,0,20161211,MIN,GSW
Shot Chart Detail,21600358,505,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,34,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,7,1,1,20161211,MIN,GSW
Shot Chart Detail,21600371,3,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-165,190,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,65,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,130,8,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,69,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-163,203,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,16,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,41,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,97,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,6,267,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,99,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,194,183,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,105,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,3,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,238,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,7,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,243,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Back Court(BC),Back Court Shot,41,-9,414,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,253,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,8,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,266,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-209,165,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,274,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,89,249,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,310,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,146,169,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,316,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,115,111,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,327,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,51,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,8,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,148,16,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,357,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,150,56,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,361,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,7,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,451,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,35,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,2,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,460,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,97,239,1,0,20161213,NOP,GSW
Shot Chart Detail,21600371,482,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-200,19,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,496,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,7,1,1,20161213,NOP,GSW
Shot Chart Detail,21600371,508,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-178,105,1,0,20161213,NOP,GSW
Shot Chart Detail,21600388,21,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-197,195,1,0,20161215,GSW,NYK
Shot Chart Detail,21600388,62,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-194,183,1,0,20161215,GSW,NYK
Shot Chart Detail,21600388,131,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,24,43,1,0,20161215,GSW,NYK
Shot Chart Detail,21600388,143,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,26,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-97,154,1,0,20161215,GSW,NYK
Shot Chart Detail,21600388,162,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,8,1,0,20161215,GSW,NYK
Shot Chart Detail,21600388,163,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,40,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,2,1,0,20161215,GSW,NYK
Shot Chart Detail,21600388,180,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-186,169,1,1,20161215,GSW,NYK
Shot Chart Detail,21600388,205,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-161,244,1,0,20161215,GSW,NYK
Shot Chart Detail,21600388,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,23,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,16,1,1,20161215,GSW,NYK
Shot Chart Detail,21600388,326,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,51,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,21,1,1,20161215,GSW,NYK
Shot Chart Detail,21600388,329,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-2,262,1,0,20161215,GSW,NYK
Shot Chart Detail,21600388,351,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-215,62,1,0,20161215,GSW,NYK
Shot Chart Detail,21600388,441,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-155,218,1,0,20161215,GSW,NYK
Shot Chart Detail,21600388,446,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,6,272,1,0,20161215,GSW,NYK
Shot Chart Detail,21600405,30,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,13,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-169,229,1,1,20161217,GSW,POR
Shot Chart Detail,21600405,32,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-219,144,1,1,20161217,GSW,POR
Shot Chart Detail,21600405,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,37,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,223,87,1,1,20161217,GSW,POR
Shot Chart Detail,21600405,73,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-220,139,1,0,20161217,GSW,POR
Shot Chart Detail,21600405,84,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,20,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,23,1,1,20161217,GSW,POR
Shot Chart Detail,21600405,193,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,32,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-9,70,1,0,20161217,GSW,POR
Shot Chart Detail,21600405,207,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-6,247,1,0,20161217,GSW,POR
Shot Chart Detail,21600405,235,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,51,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,16,1,0,20161217,GSW,POR
Shot Chart Detail,21600405,308,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,41,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,132,282,1,1,20161217,GSW,POR
Shot Chart Detail,21600405,313,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,11,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,161,210,1,0,20161217,GSW,POR
Shot Chart Detail,21600405,393,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-142,239,1,1,20161217,GSW,POR
Shot Chart Detail,21600427,36,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,127,149,1,0,20161220,GSW,UTA
Shot Chart Detail,21600427,42,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,45,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,2,1,0,20161220,GSW,UTA
Shot Chart Detail,21600427,79,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,22,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-74,244,1,1,20161220,GSW,UTA
Shot Chart Detail,21600427,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,28,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,1,20161220,GSW,UTA
Shot Chart Detail,21600427,95,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-127,232,1,0,20161220,GSW,UTA
Shot Chart Detail,21600427,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,49,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,21,1,1,20161220,GSW,UTA
Shot Chart Detail,21600427,116,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,0,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,28,1,0,20161220,GSW,UTA
Shot Chart Detail,21600427,120,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-63,178,1,0,20161220,GSW,UTA
Shot Chart Detail,21600427,190,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,29,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,92,70,1,0,20161220,GSW,UTA
Shot Chart Detail,21600427,241,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,36,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,16,1,1,20161220,GSW,UTA
Shot Chart Detail,21600427,268,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,128,219,1,1,20161220,GSW,UTA
Shot Chart Detail,21600427,283,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,73,247,1,0,20161220,GSW,UTA
Shot Chart Detail,21600427,296,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,58,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,2,1,1,20161220,GSW,UTA
Shot Chart Detail,21600427,299,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,25,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,32,262,1,1,20161220,GSW,UTA
Shot Chart Detail,21600427,307,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-199,144,1,0,20161220,GSW,UTA
Shot Chart Detail,21600427,358,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,42,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,7,1,0,20161220,GSW,UTA
Shot Chart Detail,21600427,377,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,169,183,1,1,20161220,GSW,UTA
Shot Chart Detail,21600427,383,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,99,242,1,0,20161220,GSW,UTA
Shot Chart Detail,21600437,46,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-125,213,1,0,20161222,BKN,GSW
Shot Chart Detail,21600437,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,50,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-140,36,1,1,20161222,BKN,GSW
Shot Chart Detail,21600437,96,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,51,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-19,1,0,20161222,BKN,GSW
Shot Chart Detail,21600437,107,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,205,1,0,20161222,BKN,GSW
Shot Chart Detail,21600437,110,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,40,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-222,77,1,0,20161222,BKN,GSW
Shot Chart Detail,21600437,119,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,6,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,-1,1,1,20161222,BKN,GSW
Shot Chart Detail,21600437,129,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,1,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,47,9,478,1,0,20161222,BKN,GSW
Shot Chart Detail,21600437,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,86,144,1,0,20161222,BKN,GSW
Shot Chart Detail,21600437,251,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,59,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,-6,1,0,20161222,BKN,GSW
Shot Chart Detail,21600437,263,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,39,Made Shot,Step Back Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-104,100,1,1,20161222,BKN,GSW
